# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-28 14:32:25.613
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003836,-0.0333,0.3163,0.1289,0.34
0.003972,0.0207,0.1173,0.2292,0.26
0.012138,-0.0457,0.0069,0.2927,0.30
0.031435,-0.0664,-0.0579,0.1266,0.15
0.048318,-0.0535,-0.0705,0.0342,0.09
0.057481,-0.0263,-0.0736,-0.0100,0.08
0.065346,-0.0268,-0.0674,-0.0403,0.08
0.073069,0.0017,-0.0427,-0.0502,0.07
0.081851,0.0205,-0.0279,-0.0395,0.05
0.094955,0.0155,0.0054,0.0274,0.03
0.105327,0.0199,0.0334,0.1091,0.12
0.118398,0.0193,0.0563,0.1743,0.18
0.134512,0.0138,0.0882,0.1419,0.17
0.151459,0.0971,0.0597,0.1070,0.16
0.163738,0.1427,-0.0025,0.1139,0.18
0.171935,0.1683,-0.0683,0.1252,0.22
0.182351,0.1888,-0.1142,0.1324,0.26
0.192100,0.1947,-0.1546,0.1413,0.29
0.203603,0.1864,-0.1709,0.1463,0.29
0.213039,0.1698,-0.1870,0.1473,0.29
0.230288,0.1304,-0.1795,0.1386,0.26
0.238150,0.1110,-0.1721,0.1106,0.23
0.247737,0.0826,-0.1695,0.0587,0.20
0.255439,0.0778,-0.1293,0.0260,0.15
0.263414,0.0868,-0.0661,0.0221,0.11
0.272795,0.0905,0.0338,0.0237,0.10
0.288160,0.1032,0.1555,0.0033,0.19
0.297784,0.1289,0.2566,-0.0564,0.29
0.306629,0.1531,0.3278,-0.0887,0.37
0.324681,0.1664,0.3509,-0.0795,0.40
0.337643,0.2034,0.2698,-0.0069,0.34
0.348714,0.2039,0.2140,0.0168,0.30
0.358342,0.1713,0.1544,0.0459,0.24
0.368750,0.1530,0.0581,0.0326,0.17
0.375540,0.1438,-0.0507,0.0007,0.15
0.392468,0.1027,-0.1737,-0.0102,0.20
0.405120,0.1952,-0.1799,0.0133,0.27
0.414636,0.3304,-0.1533,0.0474,0.37
0.423043,0.4780,-0.1742,0.1290,0.52
0.434992,0.5618,-0.1899,0.1874,0.62
0.445109,0.5125,-0.2524,0.2584,0.63
0.456047,0.4694,-0.2151,0.3657,0.63
0.465429,0.4420,-0.2257,0.4139,0.65
0.473784,0.4675,-0.2502,0.3957,0.66
0.486993,0.4535,-0.2696,0.3335,0.62
