# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-28 14:42:16.991
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004542,-0.5863,0.3023,1.1657,1.34
0.014092,-0.3673,0.2011,0.3023,0.52
0.023324,-0.0571,0.0765,-0.4208,0.43
0.030535,0.2012,-0.0320,-0.8931,0.92
0.041911,0.3180,-0.1303,-0.9648,1.02
0.051558,0.2196,-0.1167,-0.6304,0.68
0.063476,0.0368,-0.0535,-0.1567,0.17
0.076096,-0.1336,0.0099,0.2840,0.31
0.085917,-0.1650,0.0156,0.4574,0.49
0.093558,-0.0721,-0.0218,0.2980,0.31
0.102389,0.0254,-0.0268,0.0428,0.06
0.117008,0.0678,0.0146,-0.1838,0.20
0.125562,0.0564,0.0697,-0.2789,0.29
0.132608,0.0201,0.1342,-0.1983,0.24
0.141997,0.0050,0.1561,-0.0443,0.16
0.152504,0.0027,0.1414,0.0875,0.17
0.167120,0.0092,0.0615,0.1365,0.15
0.177053,-0.0184,-0.0036,0.1048,0.11
0.185728,0.0093,-0.0548,0.0272,0.06
0.193618,0.0415,-0.0967,-0.0203,0.11
0.201909,0.0583,-0.1008,-0.0100,0.12
0.210661,0.0475,-0.0624,0.0096,0.08
0.225282,0.0596,-0.0336,0.0428,0.08
0.233182,0.0648,0.0003,0.0703,0.10
0.242920,0.0489,0.0012,0.0688,0.08
0.251218,-0.0007,-0.0119,0.0531,0.05
0.266277,-0.0493,-0.0395,0.0190,0.07
0.273944,-0.0727,-0.0531,0.0046,0.09
0.281613,-0.0715,-0.0668,-0.0048,0.10
0.290832,-0.0374,-0.0709,0.0096,0.08
0.302485,0.0191,-0.0511,0.0142,0.06
0.315682,0.0743,-0.0270,0.0186,0.08
0.324336,0.1008,-0.0032,0.0042,0.10
0.335219,0.0995,0.0343,-0.0004,0.11
0.342199,0.0803,0.0660,-0.0001,0.10
0.352776,0.0441,0.0641,0.0050,0.08
0.366417,-0.0048,0.0620,0.0243,0.07
0.374217,-0.0337,0.0411,0.0198,0.06
0.383213,-0.0719,-0.0075,0.0247,0.08
0.392822,-0.0915,-0.0456,0.0294,0.11
0.401556,-0.0929,-0.0692,0.0340,0.12
0.415262,-0.0897,-0.0928,0.0198,0.13
0.423836,-0.0489,-0.0978,0.0202,0.11
0.432144,0.0392,-0.0939,0.0255,0.10
0.442766,0.1268,-0.0289,-0.0210,0.13
0.451527,0.1098,0.0410,-0.1706,0.21
0.461114,-0.1242,0.1923,-0.3139,0.39
0.475222,-0.3844,0.3898,-0.3472,0.65
0.484244,-0.4171,0.4441,-0.2440,0.66
0.491783,-0.2823,0.3419,-0.0861,0.45
0.503521,-0.1366,0.1600,0.1401,0.25
0.519448,-0.0496,-0.0822,0.3303,0.34
0.526612,-0.0533,-0.3076,0.3529,0.47
0.532953,-0.0578,-0.4396,0.1396,0.46
0.541755,-0.0013,-0.4781,-0.1837,0.51
0.553407,0.1358,-0.4055,-0.3986,0.58
0.562951,0.2328,-0.2538,-0.3507,0.49
0.572843,0.2951,-0.0553,-0.0577,0.31
0.581477,0.2913,0.0984,0.3118,0.44
0.591556,0.2265,0.1950,0.5532,0.63
