# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-28 14:40:52.721
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005509,-0.7619,0.2543,0.7687,1.11
0.015755,-0.1836,0.0328,-0.0651,0.20
0.024921,0.4478,-0.2199,-1.0155,1.13
0.036177,0.7769,-0.3239,-1.7641,1.95
0.047892,0.7475,-0.3619,-1.8735,2.05
0.056663,0.2762,-0.2042,-1.0669,1.12
0.066454,-0.2616,-0.0650,0.0816,0.28
0.077579,-0.4398,-0.0239,1.1271,1.21
0.090260,-0.4779,0.0167,1.6064,1.68
0.098061,-0.3956,0.0818,1.2152,1.28
0.111847,-0.1747,0.1218,0.4003,0.45
0.118984,0.0277,0.1721,-0.3117,0.36
0.127117,0.2064,0.1486,-0.7783,0.82
0.141388,0.2741,0.1496,-0.9813,1.03
0.150608,0.3602,0.0805,-0.9120,0.98
0.158217,0.3303,0.0333,-0.4802,0.58
0.165653,0.2111,-0.0427,0.0461,0.22
0.180580,0.0571,-0.0600,0.4757,0.48
0.188240,-0.1025,-0.0416,0.6559,0.67
0.196576,-0.2101,-0.0115,0.5396,0.58
0.205121,-0.1877,-0.0089,0.2039,0.28
0.215988,-0.1013,-0.0202,-0.1215,0.16
0.224896,0.0011,-0.0320,-0.3031,0.30
0.238583,0.0709,-0.0407,-0.2789,0.29
0.248969,0.0777,-0.0366,-0.0779,0.12
0.256532,0.0432,-0.0527,0.1564,0.17
0.267686,-0.0038,-0.0543,0.2663,0.27
0.282437,-0.0010,-0.0599,0.2183,0.23
0.290533,0.0567,-0.0784,0.0843,0.13
0.297730,0.0931,-0.0868,-0.0592,0.14
0.305437,0.1118,-0.0477,-0.1260,0.18
0.316591,0.0887,0.0144,-0.1259,0.15
0.325446,0.0498,0.0708,-0.0875,0.12
0.339167,0.0052,0.0838,-0.0204,0.09
0.346610,-0.0336,0.0781,0.0370,0.09
0.356569,-0.0531,0.0492,0.0560,0.09
0.367044,-0.0565,0.0067,0.0415,0.07
0.378235,-0.0316,-0.0356,0.0079,0.05
0.388215,0.0089,-0.0542,-0.0065,0.06
0.396747,0.0375,-0.0542,-0.0112,0.07
0.405859,0.0535,-0.0404,-0.0015,0.07
0.419307,0.0707,-0.0220,-0.0013,0.07
0.430818,0.0500,0.0062,-0.0013,0.05
0.438570,0.0190,0.0396,-0.0014,0.04
0.447749,0.0065,0.0206,0.0175,0.03
0.456626,0.0029,-0.0032,0.0078,0.01
0.466031,-0.0103,-0.0320,0.0174,0.04
0.477776,-0.0093,-0.0468,0.0222,0.05
0.490712,-0.0222,-0.0282,-0.0064,0.04
0.500153,-0.0589,0.0048,-0.0779,0.10
0.509449,-0.1101,0.0284,-0.1253,0.17
0.517387,-0.1427,0.0714,-0.1107,0.19
0.525716,-0.1356,0.0986,-0.0665,0.18
0.540104,-0.0956,0.1017,-0.0325,0.14
0.545436,-0.0378,0.0862,-0.0320,0.10
0.556772,-0.0098,0.0525,-0.0034,0.05
0.567704,-0.0123,0.0243,0.0341,0.04
0.581276,-0.0164,-0.0173,0.0428,0.05
0.590739,-0.0027,-0.0579,-0.0052,0.06
0.597679,0.0346,-0.0880,-0.0715,0.12
0.605840,0.0733,-0.0942,-0.0895,0.15
0.616750,0.0714,-0.0726,-0.0413,0.11
0.631263,0.0525,-0.0574,0.0206,0.08
0.639004,0.0202,-0.0152,0.0629,0.07
0.645915,0.0203,0.0215,0.0717,0.08
0.656039,0.0421,0.0723,0.0566,0.10
0.667062,0.0904,0.0902,0.0416,0.13
0.681094,0.1424,0.0992,0.0360,0.18
0.690415,0.1709,0.0515,0.0446,0.18
0.696919,0.1773,-0.0099,0.0578,0.19
0.709299,0.1427,-0.0850,0.0379,0.17
0.717287,0.0864,-0.1213,0.0136,0.15
0.729364,0.0224,-0.1431,-0.0055,0.14
0.737996,-0.0448,-0.1224,-0.0102,0.13
0.745749,-0.0972,-0.0929,0.0042,0.13
0.757135,-0.1347,-0.0596,0.0279,0.15
0.771502,-0.1445,-0.0131,0.0467,0.15
0.778828,-0.1267,0.0139,0.0275,0.13
0.787736,-0.1294,0.0504,-0.0150,0.14
0.797003,-0.1283,0.0683,-0.0477,0.15
0.807754,-0.0855,0.0536,-0.0705,0.12
0.822802,-0.0439,0.0395,-0.0601,0.08
0.833118,0.0067,0.0020,-0.0405,0.04
0.840752,0.0423,-0.0165,-0.0304,0.05
0.850711,0.0781,-0.0112,-0.0205,0.08
0.863395,0.1095,-0.0109,-0.0249,0.11
0.870895,0.1224,0.0033,-0.0057,0.12
0.879009,0.1124,0.0217,0.0180,0.12
0.887694,0.0935,0.0350,0.0225,0.10
0.897115,0.0657,0.0437,0.0268,0.08
0.908205,0.0429,0.0475,0.0263,0.07
0.920310,0.0205,0.0374,0.0210,0.05
0.930233,-0.0159,0.0227,0.0017,0.03
0.937030,-0.0328,-0.0008,0.0109,0.03
0.946486,-0.0357,-0.0430,0.0106,0.06
0.957430,-0.0622,-0.0471,0.0010,0.08
0.972201,-0.0745,-0.0555,-0.0226,0.10
0.979643,-0.0871,-0.0591,-0.0271,0.11
0.986682,-0.0999,-0.0578,-0.0173,0.12
0.997362,-0.0845,-0.0566,-0.0170,0.10
1.007318,-0.0834,-0.0415,-0.0121,0.09
1.020125,-0.0914,-0.0217,-0.0166,0.10
1.028755,-0.0712,-0.0304,0.0024,0.08
1.038159,-0.0848,-0.0292,0.0116,0.09
1.047147,-0.0714,-0.0090,0.0253,0.08
1.058611,-0.0268,0.0061,0.0436,0.05
1.070393,0.0347,0.0206,0.0241,0.05
1.078601,0.0674,0.0533,-0.0373,0.09
1.087078,0.0774,0.0947,-0.0742,0.14
1.097428,0.0933,0.1171,-0.0918,0.18
1.112397,0.1047,0.1201,-0.0762,0.18
1.120820,0.1253,0.1186,-0.0515,0.18
1.127765,0.1222,0.1028,-0.0319,0.16
1.137219,0.1197,0.0684,-0.0361,0.14
1.147144,0.1003,0.0439,-0.0592,0.12
1.158546,0.0455,-0.0180,-0.0725,0.09
1.169145,-0.0261,-0.0411,-0.0574,0.08
1.178772,-0.1013,-0.0646,-0.0282,0.12
1.187430,-0.1026,-0.0787,0.0667,0.15
1.198083,-0.0792,-0.1014,0.1506,0.20
1.211751,-0.0598,-0.1137,0.1624,0.21
1.220870,-0.0194,-0.0729,0.1455,0.16
1.227981,0.0439,-0.0321,0.0770,0.09
1.238167,0.0759,-0.0108,0.0235,0.08
1.248514,0.0962,-0.0140,0.0181,0.10
1.265150,0.1145,-0.0373,0.0271,0.12
1.274218,0.1296,-0.0564,0.0221,0.14
1.282057,0.1167,-0.0335,0.0268,0.12
1.289018,0.0712,-0.0022,0.0316,0.08
1.300009,0.0961,0.0013,0.0407,0.10
1.312660,0.1012,-0.0035,-0.0071,0.10
1.319770,-0.0158,0.0492,-0.1016,0.11
1.328825,-0.0541,0.0486,-0.0766,0.11
1.342098,-0.0435,0.0318,0.0098,0.05
1.354150,-0.0513,0.0190,0.0291,0.06
1.361348,-0.0455,0.0020,-0.0037,0.05
1.371039,0.0233,-0.0418,0.0014,0.05
1.378894,0.0695,-0.0600,0.0108,0.09
1.388146,0.0159,-0.0441,-0.0131,0.05
1.397809,-0.1330,-0.0193,-0.0367,0.14
1.413589,-0.2013,0.0036,0.0299,0.20
1.422715,-0.2159,0.0344,0.1004,0.24
1.430933,-0.0915,0.0081,0.1040,0.14
1.438111,0.0828,-0.0066,-0.0105,0.08
1.449586,0.0635,0.0562,-0.1378,0.16
1.461225,-0.0232,0.1339,-0.1080,0.17
1.469386,-0.1524,0.2247,0.0437,0.27
1.478186,-0.2651,0.2567,0.1083,0.38
1.487806,-0.2599,0.1552,-0.0163,0.30
1.498514,-0.1430,-0.0250,-0.2330,0.27
1.508602,0.0254,-0.1974,-0.2955,0.36
1.518933,0.1146,-0.2776,-0.1592,0.34
1.528203,0.0872,-0.2535,0.0082,0.27
1.537812,-0.0020,-0.1596,0.0411,0.16
1.548118,-0.0660,-0.0624,0.0216,0.09
1.561549,-0.0484,0.0192,0.0259,0.06
1.571487,0.0537,0.0664,0.0348,0.09
1.582516,0.1819,0.0936,0.0626,0.21
1.589427,0.3075,0.0824,0.0994,0.33
1.601195,0.3889,0.0660,0.1359,0.42
1.610189,0.4093,0.0354,0.1200,0.43
1.619739,0.3473,0.0097,0.0901,0.36
1.628057,0.2520,-0.0106,0.0323,0.25
1.638226,0.1283,-0.0208,0.0034,0.13
1.648488,0.0081,-0.0306,-0.0110,0.03
1.661186,-0.1199,-0.0307,0.0078,0.12
1.668328,-0.2146,-0.0263,0.0264,0.22
1.678050,-0.3098,-0.0082,0.0073,0.31
1.689608,-0.3490,-0.0044,-0.0397,0.35
1.703973,-0.3755,-0.0142,-0.0766,0.38
1.713295,-0.3428,-0.0329,-0.0752,0.35
1.721008,-0.2799,-0.0507,-0.0645,0.29
1.728687,-0.1867,-0.0536,-0.0540,0.20
1.739407,-0.0907,-0.0377,-0.0438,0.11
1.752560,-0.0102,-0.0267,-0.0337,0.04
1.763802,0.0889,-0.0067,-0.0331,0.10
1.771232,0.1638,0.0222,-0.0043,0.17
1.778793,0.2292,0.0507,0.0192,0.24
1.790488,0.2573,0.0738,0.0424,0.27
1.803608,0.2486,0.1010,0.0510,0.27
1.811203,0.2275,0.0994,0.0642,0.26
1.820298,0.1845,0.0738,0.0772,0.21
1.829323,0.1332,0.0391,0.0618,0.15
1.839616,0.0781,-0.0044,0.0278,0.08
1.855348,0.0094,-0.0331,0.0085,0.04
1.862507,-0.0304,-0.0562,-0.0153,0.07
1.869272,-0.0844,-0.0747,-0.0149,0.11
1.879107,-0.1099,-0.0788,-0.0146,0.14
1.890214,-0.1261,-0.0638,-0.0378,0.15
1.907092,-0.1185,-0.0303,-0.0605,0.14
1.914733,-0.1163,-0.0019,-0.0547,0.13
1.922415,-0.1004,0.0217,-0.0585,0.12
1.930513,-0.0807,0.0263,-0.0340,0.09
1.939207,-0.0615,0.0308,-0.0241,0.07
1.953807,-0.0425,0.0117,-0.0143,0.05
1.962163,-0.0378,-0.0025,0.0048,0.04
1.969238,-0.0237,-0.0070,0.0094,0.03
1.979198,-0.0148,-0.0068,0.0139,0.02
1.990950,0.0173,0.0030,0.0325,0.04
2.003290,0.0392,0.0030,0.0367,0.05
2.010582,0.0561,0.0078,0.0220,0.06
2.019382,0.0491,0.0034,0.0216,0.05
2.029313,0.0521,-0.0013,0.0118,0.05
2.040241,0.0556,0.0035,-0.0025,0.06
2.054306,0.0501,-0.0109,-0.0119,0.05
2.061312,0.0543,-0.0016,-0.0163,0.06
2.069252,0.0588,-0.0017,-0.0207,0.06
2.078991,0.0590,-0.0020,-0.0156,0.06
2.089133,0.0400,0.0120,-0.0012,0.04
2.104611,0.0261,0.0023,-0.0012,0.03
2.112535,-0.0061,0.0023,-0.0154,0.02
2.124421,-0.0469,0.0025,-0.0058,0.05
2.134844,-0.0543,-0.0024,0.0225,0.06
2.144330,-0.0293,-0.0119,0.0410,0.05
2.151297,-0.0379,-0.0072,0.0262,0.05
2.161247,-0.0604,-0.0211,-0.0025,0.06
2.170041,-0.0734,-0.0112,-0.0073,0.07
2.181136,-0.0590,-0.0108,0.0258,0.07
2.193176,-0.0548,0.0036,0.0301,0.06
2.203363,-0.0177,-0.0013,-0.0079,0.02
2.211102,-0.0040,0.0128,-0.0549,0.06
2.221679,0.0330,0.0080,-0.0398,0.05
2.236020,0.0457,0.0174,-0.0109,0.05
2.246703,0.0301,0.0033,-0.0061,0.03
2.254550,0.0241,-0.0060,0.0081,0.03
2.261591,0.0181,-0.0100,0.0267,0.03
2.269358,0.0265,-0.0235,0.0073,0.04
2.282348,0.0307,-0.0088,-0.0117,0.03
2.293838,0.0782,-0.0041,-0.0445,0.09
2.303822,0.1174,-0.0097,-0.0718,0.14
2.315202,0.1388,0.0034,-0.0705,0.16
2.322396,0.0618,0.0258,-0.0503,0.08
2.332641,-0.0379,0.0765,0.0023,0.09
2.344798,-0.0677,0.0708,0.0821,0.13
2.351809,-0.1051,0.0469,0.1417,0.18
2.360867,-0.1443,0.0146,0.1202,0.19
2.370384,-0.1417,-0.0456,0.0521,0.16
2.381667,-0.1054,-0.0913,-0.0100,0.14
2.393858,-0.0541,-0.1037,-0.0804,0.14
2.401818,-0.0021,-0.0978,-0.1072,0.15
2.411318,0.0306,-0.0448,-0.0393,0.07
2.420821,0.0534,0.0213,-0.0008,0.06
2.431710,0.0810,0.0537,-0.0243,0.10
2.444476,0.0849,0.0856,-0.0238,0.12
2.452273,0.0697,0.1077,0.0001,0.13
2.460303,0.0500,0.1113,0.0140,0.12
2.470358,0.0208,0.0728,0.0087,0.08
2.481356,-0.0034,0.0349,0.0130,0.04
2.494365,-0.0133,-0.0212,0.0125,0.03
2.502966,-0.0190,-0.0483,0.0121,0.05
2.511833,-0.0250,-0.0615,0.0119,0.07
2.520324,0.0215,-0.0559,-0.0023,0.06
2.532194,0.0542,-0.0414,-0.0162,0.07
2.543021,0.0652,-0.0369,-0.0205,0.08
2.552679,0.0309,-0.0560,-0.0060,0.06
2.561028,-0.0634,-0.0461,0.0129,0.08
2.570060,-0.1347,-0.0074,0.0689,0.15
2.587417,-0.0994,-0.0119,0.1101,0.15
2.590490,-0.0200,-0.0352,0.0849,0.09
2.604001,0.0376,-0.0210,0.0179,0.05
2.611271,0.0984,0.0352,-0.0574,0.12
2.623331,0.1444,0.0958,-0.1221,0.21
2.636011,0.1815,0.1514,-0.1437,0.28
2.644626,0.1682,0.1831,-0.1370,0.28
2.651578,0.0966,0.1672,-0.1022,0.22
2.661702,0.0001,0.0758,-0.0492,0.09
2.678180,-0.1126,-0.0332,-0.0111,0.12
2.680340,-0.1904,-0.1218,0.0452,0.23
2.695910,-0.2300,-0.1999,0.0867,0.32
2.702991,-0.2327,-0.2112,0.1088,0.33
2.711148,-0.2092,-0.1663,0.0931,0.28
2.724331,-0.1696,-0.0748,0.0825,0.20
2.736687,-0.0952,0.0245,0.0627,0.12
2.747022,-0.0377,0.1129,0.0480,0.13
2.758923,0.0278,0.1484,0.0428,0.16
2.768033,0.1215,0.1318,0.0188,0.18
2.781084,0.1961,0.0641,-0.0004,0.21
2.781202,0.2618,-0.0303,-0.0335,0.27
2.794295,0.2947,-0.0901,-0.0473,0.31
2.801338,0.2717,-0.1023,-0.0561,0.30
2.810964,0.2078,-0.0772,-0.0458,0.23
2.823058,0.1271,-0.0013,-0.0308,0.13
2.835815,0.0482,0.0825,-0.0255,0.10
2.843184,-0.0052,0.1134,-0.0297,0.12
2.853725,-0.0669,0.1207,-0.0435,0.14
2.869137,-0.1036,0.0669,-0.0571,0.14
2.877762,-0.1494,-0.0326,-0.0894,0.18
2.885730,-0.1952,-0.1303,-0.0836,0.25
2.894302,-0.3019,-0.1843,-0.0260,0.35
2.902885,-0.4177,-0.1444,0.0830,0.45
2.911428,-0.4158,-0.0218,0.2047,0.46
2.923045,-0.2092,0.0607,0.2776,0.35
2.933995,0.0715,0.1332,0.2314,0.28
2.942761,0.2793,0.1553,0.0723,0.33
2.951650,0.3504,0.1184,-0.0944,0.38
2.966174,0.2313,0.0552,-0.1786,0.30
2.977157,0.0929,-0.0171,-0.2283,0.25
2.984332,0.0234,-0.0851,-0.2393,0.26
2.993166,0.0140,-0.1121,-0.1790,0.21
3.001455,0.0382,-0.1128,-0.0674,0.14
3.011386,0.0535,-0.0817,0.0709,0.12
3.024398,0.0225,-0.0278,0.1413,0.15
3.034023,-0.0565,0.0456,0.1349,0.15
3.044049,-0.1066,0.1156,0.0716,0.17
3.051639,-0.1018,0.1539,-0.0102,0.18
3.064327,-0.0255,0.1553,-0.0487,0.16
3.076242,0.0713,0.0855,-0.0347,0.12
3.084421,0.1126,-0.0040,0.0361,0.12
3.092350,0.0785,-0.1039,0.0923,0.16
3.102220,0.0437,-0.1612,0.1010,0.20
3.114566,0.0316,-0.1843,0.0577,0.20
3.125440,0.0479,-0.1402,0.0008,0.15
3.135460,0.0564,-0.0482,-0.0558,0.09
3.145492,0.0303,0.0667,-0.0695,0.10
3.154065,-0.0351,0.1465,-0.0453,0.16
3.161860,-0.1033,0.1769,-0.0119,0.21
3.174450,-0.1672,0.1308,0.0119,0.21
3.187069,-0.2053,0.0525,0.0307,0.21
3.196247,-0.1998,-0.0522,0.0257,0.21
3.203676,-0.1552,-0.1212,0.0017,0.20
3.213994,-0.0941,-0.1555,-0.0125,0.18
3.225114,-0.0004,-0.1515,-0.0172,0.15
3.234352,0.0986,-0.1150,-0.0076,0.15
3.242661,0.1658,-0.0563,-0.0075,0.18
3.252559,0.2158,0.0196,-0.0214,0.22
3.262900,0.2194,0.0844,-0.0021,0.24
3.275310,0.1861,0.1244,0.0217,0.22
3.285187,0.1298,0.1359,0.0402,0.19
3.294374,0.0551,0.1190,0.0442,0.14
3.302560,-0.0188,0.0650,0.0482,0.08
3.315468,-0.0729,0.0214,0.0285,0.08
3.327381,-0.1078,-0.0258,0.0043,0.11
3.338478,-0.1186,-0.0676,-0.0288,0.14
3.348034,-0.1066,-0.0851,-0.0426,0.14
3.355837,-0.0911,-0.0694,-0.0325,0.12
3.363072,-0.0819,-0.0397,-0.0320,0.10
3.377382,-0.0641,-0.0105,-0.0361,0.07
3.382280,-0.0423,0.0182,-0.0308,0.06
3.392405,-0.0152,0.0369,-0.0349,0.05
3.402268,0.0222,0.0459,-0.0297,0.06
3.415372,0.0315,0.0451,-0.0151,0.06
3.425856,0.0550,0.0254,-0.0007,0.06
3.433933,0.0639,0.0253,0.0228,0.07
3.442245,0.0676,-0.0077,0.0317,0.08
3.452062,0.0474,-0.0119,0.0357,0.06
3.464836,0.0465,-0.0352,0.0304,0.07
3.477076,0.0272,-0.0254,0.0206,0.04
3.484137,0.0133,-0.0158,0.0250,0.03
3.493592,-0.0005,-0.0064,0.0388,0.04
3.503989,-0.0096,0.0122,0.0241,0.03
3.518946,-0.0191,0.0309,0.0095,0.04
3.528460,-0.0143,0.0257,-0.0142,0.03
3.536678,-0.0235,0.0256,-0.0282,0.04
3.543960,-0.0086,0.0018,-0.0466,0.05
3.552581,-0.0125,-0.0122,-0.0412,0.04
3.565570,-0.0209,-0.0215,-0.0264,0.04
3.576512,-0.0340,-0.0165,-0.0307,0.05
3.584590,-0.0381,-0.0256,-0.0113,0.05
3.592805,-0.0332,-0.0108,-0.0112,0.04
3.604267,-0.0239,0.0041,0.0076,0.03
3.617003,-0.0103,0.0094,0.0309,0.03
3.626419,0.0127,0.0145,0.0397,0.04
3.635655,0.0261,0.0100,0.0389,0.05
3.643751,0.0253,0.0097,0.0242,0.04
3.655685,0.0294,0.0049,0.0049,0.03
3.667111,0.0241,0.0000,-0.0092,0.03
3.675148,0.0095,0.0092,-0.0137,0.02
3.683588,0.0043,0.0042,-0.0228,0.02
3.694216,-0.0008,-0.0056,-0.0129,0.01
3.706678,0.0133,-0.0010,-0.0221,0.03
3.716697,0.0183,0.0131,-0.0311,0.04
3.725520,0.0236,-0.0010,-0.0213,0.03
3.734585,0.0144,-0.0151,0.0026,0.02
3.743472,0.0050,-0.0292,0.0026,0.03
3.754659,-0.0097,-0.0429,0.0073,0.04
3.765417,-0.0249,-0.0328,0.0025,0.04
3.775692,-0.0259,-0.0134,-0.0116,0.03
3.783217,-0.0081,0.0104,-0.0019,0.01
3.793669,0.0053,0.0339,-0.0066,0.03
3.805287,0.0197,0.0521,0.0029,0.06
3.816092,0.0343,0.0514,0.0216,0.07
3.828263,0.0208,0.0459,0.0400,0.06
3.837106,0.0118,0.0169,0.0487,0.05
3.844480,-0.0167,-0.0067,0.0478,0.05
3.856571,-0.0266,-0.0300,0.0518,0.07
3.866175,-0.0366,-0.0391,0.0322,0.06
3.874625,-0.0417,-0.0436,-0.0012,0.06
3.884201,-0.0229,-0.0385,-0.0387,0.06
3.893172,-0.0182,-0.0194,-0.0520,0.06
3.903106,-0.0039,0.0088,-0.0463,0.05
3.914593,-0.0040,0.0223,-0.0407,0.05
3.924076,0.0010,0.0314,-0.0353,0.05
3.934195,0.0012,0.0265,-0.0113,0.03
3.943684,0.0056,0.0218,0.0076,0.02
3.953976,0.0045,0.0076,0.0263,0.03
3.965206,-0.0016,-0.0159,0.0211,0.03
3.975810,0.0021,-0.0204,0.0020,0.02
