# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-28 14:23:51.921
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003915,-0.1093,0.1210,0.2761,0.32
0.004050,-0.0978,0.1245,0.1916,0.25
0.012999,-0.0203,0.0230,-0.0033,0.03
0.025355,0.0179,-0.0684,-0.1857,0.20
0.033146,0.0322,-0.1254,-0.2492,0.28
0.049299,0.0464,-0.1810,-0.2410,0.30
0.057575,0.0509,-0.2209,-0.1685,0.28
0.068693,0.0553,-0.2312,-0.0890,0.25
0.075389,0.0163,-0.2315,-0.0103,0.23
0.083308,0.0010,-0.2223,0.1112,0.25
0.097075,-0.0324,-0.0579,0.1304,0.15
0.107411,-0.0365,0.0422,0.0799,0.10
0.117104,-0.0358,0.0886,0.0030,0.10
0.128408,-0.0682,0.1245,-0.0755,0.16
0.134891,-0.0953,0.1785,-0.0882,0.22
0.147932,-0.0797,0.2035,-0.0810,0.23
0.155638,-0.0828,0.1811,-0.0530,0.21
0.165857,-0.0667,0.1311,-0.0043,0.15
0.175137,-0.0557,0.0492,0.0501,0.09
0.188623,-0.0638,-0.0361,0.0853,0.11
0.197583,-0.0293,-0.1057,0.0972,0.15
0.215591,-0.0142,-0.1036,0.0710,0.13
0.218033,-0.0234,-0.1158,-0.0165,0.12
0.227129,-0.0186,-0.0901,-0.0181,0.09
0.234881,0.0190,0.0011,-0.0151,0.02
0.242830,0.0612,0.0437,-0.0264,0.08
0.253288,0.0743,0.0714,-0.0419,0.11
0.264765,0.0872,0.0846,-0.0197,0.12
0.274643,0.1145,0.1023,0.0169,0.15
0.289434,0.1616,0.1341,0.0583,0.22
0.297965,0.2093,0.1091,0.0393,0.24
0.306118,0.2102,0.0328,-0.0312,0.21
0.314362,0.2487,-0.1507,-0.1067,0.31
0.323374,0.1953,-0.2468,-0.1416,0.35
0.336387,0.0749,-0.2004,-0.1081,0.24
0.348272,0.1158,-0.1361,-0.1042,0.21
0.355865,0.0751,-0.0587,-0.0520,0.11
0.363644,0.0441,0.0082,-0.0686,0.08
0.379332,0.0046,0.0695,-0.0444,0.08
0.390297,0.0081,0.0924,-0.0038,0.09
0.407544,0.1735,0.0588,0.1575,0.24
0.419438,-0.1802,0.1472,-0.1560,0.28
0.434908,0.0187,0.1431,-0.1211,0.19
0.447545,0.0943,0.1789,0.0010,0.20
0.456942,0.1233,0.1345,0.0338,0.19
0.465584,0.1337,0.0061,-0.0508,0.14
0.474386,0.0957,-0.1627,-0.1014,0.21
0.486885,-0.0047,-0.2252,-0.0946,0.24
0.496380,-0.0724,-0.1879,-0.0924,0.22
0.507521,-0.1027,-0.1513,-0.1122,0.21
0.517019,-0.1709,-0.1296,-0.1735,0.28
0.525146,-0.2373,-0.0516,-0.2161,0.33
0.538014,-0.2304,0.0155,-0.1710,0.29
0.547271,-0.1986,0.0250,-0.0735,0.21
0.556467,-0.0770,-0.0177,-0.0517,0.09
0.564043,-0.0234,-0.0456,-0.0323,0.06
0.578594,0.0292,-0.0496,-0.0194,0.06
0.588811,0.0858,-0.0112,0.0124,0.09
0.598102,0.1186,0.0220,0.0912,0.15
0.606605,0.1420,0.0501,0.2118,0.26
0.614580,0.1132,0.0776,0.3022,0.33
0.627707,0.1170,0.0858,0.3347,0.36
0.638025,0.1013,0.0939,0.3056,0.34
0.647569,0.0478,0.1064,0.3100,0.33
0.656968,0.0466,0.1235,0.3617,0.38
0.665131,0.0784,0.0884,0.3560,0.38
0.679328,0.1055,0.0116,0.3689,0.38
0.688928,0.0612,-0.0780,0.2834,0.30
0.699422,-0.0195,-0.0718,0.2478,0.26
0.708732,0.0608,0.0143,0.3737,0.38
0.715854,0.2193,-0.0658,0.2854,0.37
0.728193,0.1683,0.0721,0.1621,0.24
0.737784,0.1315,-0.0702,0.0976,0.18
0.747080,0.0198,0.0489,0.1427,0.15
0.754830,-0.0954,0.2272,0.0517,0.25
0.763961,-0.0456,0.3272,-0.1241,0.35
0.778690,-0.1348,0.3550,-0.1425,0.41
0.788342,-0.2300,0.3446,-0.1306,0.43
0.796849,-0.3542,0.3529,-0.1181,0.51
0.803990,-0.4534,0.3328,-0.1043,0.57
0.817025,-0.3865,0.1389,-0.0802,0.42
0.830970,-0.3196,-0.0328,-0.0036,0.32
0.834177,-0.3513,-0.0980,-0.0068,0.36
0.846178,-0.2957,-0.1995,0.0520,0.36
0.855146,-0.1741,-0.2851,0.1098,0.35
0.864197,-0.1230,-0.3504,0.1233,0.39
0.876792,-0.1547,-0.3532,0.0597,0.39
0.886831,-0.1933,-0.3277,-0.0189,0.38
0.895783,-0.1922,-0.2931,-0.1450,0.38
0.904702,-0.2379,-0.2356,-0.1722,0.38
0.918758,-0.2640,-0.1556,-0.1669,0.35
0.930170,-0.2955,-0.0771,-0.1911,0.36
0.939807,-0.3140,-0.0613,-0.2487,0.41
0.947862,-0.3519,-0.0083,-0.1415,0.38
0.955538,-0.6334,-0.0221,0.0283,0.63
0.964455,-0.7542,0.0727,0.1098,0.77
0.976453,-0.4556,0.0670,-0.2000,0.50
0.988590,-0.2477,-0.0188,-0.4307,0.50
0.997173,-0.1625,-0.0796,-0.4720,0.51
1.006414,-0.1593,-0.0736,-0.3906,0.43
1.015222,-0.1100,-0.1009,-0.3363,0.37
1.028864,-0.0584,-0.1514,-0.3236,0.36
1.038856,-0.0705,-0.2014,-0.2767,0.35
1.047379,-0.1207,-0.2459,-0.2894,0.40
1.054626,-0.2024,-0.2896,-0.3174,0.47
1.070429,-0.2719,-0.3043,-0.3590,0.54
1.078834,-0.3622,-0.2761,-0.3569,0.58
1.086929,-0.4258,-0.2153,-0.3674,0.60
1.095599,-0.4775,-0.1365,-0.3433,0.60
1.104730,-0.4804,-0.0448,-0.2900,0.56
1.118480,-0.4453,0.0360,-0.2271,0.50
1.129264,-0.4202,0.1201,-0.2021,0.48
