# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-28 14:37:38.207
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.014332,-0.7980,0.0358,-0.9488,1.24
0.019863,-0.6372,-0.0396,-1.4561,1.59
0.030114,-0.2990,-0.2696,-1.6429,1.69
0.037213,0.1087,-0.4381,-1.6676,1.73
0.049016,0.2347,-0.3963,-1.7941,1.85
0.060057,-0.0002,-0.3872,-2.1315,2.17
0.066857,-0.2464,-0.6999,-2.3281,2.44
0.076884,-1.4565,-0.4576,-2.5067,2.94
0.087033,-2.6347,0.1675,-2.0249,3.33
0.099307,-3.0702,0.2241,-2.6667,4.07
0.111587,-3.3953,-0.0195,-4.0014,5.25
0.119724,-4.1331,-0.0170,-4.9367,6.44
0.128464,-5.0210,0.0467,-5.7317,7.62
0.137325,-4.9602,-0.0685,-6.9437,8.53
0.151040,-3.4043,-0.6843,-7.7319,8.48
0.157853,-1.4392,-1.6645,-7.7371,8.04
0.168605,0.4980,-2.8785,-7.3120,7.87
0.178397,2.1804,-4.0597,-6.5535,8.01
0.191940,3.4680,-5.0230,-5.8181,8.43
0.200119,4.5024,-5.8354,-5.1297,8.98
0.210311,5.0169,-6.4472,-4.5556,9.35
0.217799,4.6200,-6.8323,-4.3781,9.34
0.228059,3.5699,-6.5409,-3.8741,8.40
0.242730,2.4031,-6.0403,-2.8504,7.10
0.251402,1.8638,-6.5116,-1.5922,6.96
0.259186,1.1196,-5.9789,-0.5529,6.11
0.268214,-0.1845,-3.9760,0.4035,4.00
0.277889,-0.4640,-3.4604,1.7505,3.91
0.291794,0.2280,-4.4032,3.0531,5.36
0.302267,0.1929,-5.2019,3.9814,6.55
0.311412,-0.6863,-5.0292,4.4594,6.76
0.319703,-1.8014,-4.4212,4.6517,6.67
0.328072,-3.0631,-3.9040,4.0772,6.42
0.338028,-3.9125,-2.9801,3.6860,6.15
0.352568,-4.8363,-1.5607,3.7334,6.31
0.362990,-4.4123,-1.6685,3.0341,5.61
0.370770,-3.4107,-2.8191,2.9227,5.30
0.379179,-3.4642,-3.5056,3.8649,6.26
0.387458,-4.7923,-3.4794,4.6818,7.55
0.400620,-6.2848,-2.7331,4.2495,8.06
0.410215,-7.2626,-1.9044,3.1243,8.13
0.420533,-8.0592,-1.1453,2.0658,8.40
0.433374,-8.0425,-0.7691,1.2744,8.18
0.443651,-8.1755,-0.4120,0.4316,8.20
0.451455,-9.0972,0.3846,-0.2444,9.11
0.459766,-8.9188,0.1995,-1.6844,9.08
0.469484,-8.5872,0.3869,-2.6677,9.00
0.483852,-9.2157,1.1060,-2.3410,9.57
0.491188,-10.0069,1.6180,-2.2788,10.39
0.500302,-9.8844,1.5680,-2.5104,10.32
0.508365,-9.7363,1.5715,-2.5086,10.18
0.519286,-10.0068,1.8882,-2.6407,10.52
0.534490,-10.3846,2.3829,-3.3396,11.17
0.545008,-10.8667,3.0127,-4.5509,12.16
0.549927,-10.3058,3.1191,-3.9774,11.48
0.558560,-9.4201,2.8709,-4.3813,10.78
0.571461,-8.5674,2.5274,-4.7686,10.13
0.584019,-7.5517,2.0001,-4.4007,8.97
0.590952,-6.2256,1.3644,-4.5941,7.86
0.599214,-4.6170,0.8041,-7.5432,8.88
0.608548,-4.0391,0.7904,-10.4093,11.19
0.620083,-3.7011,1.1963,-9.2842,10.07
0.633451,-4.2595,1.2387,-6.6053,7.96
0.643197,-5.0980,1.1939,-4.5426,6.93
0.650576,-5.4031,1.2589,-3.4794,6.55
0.659004,-4.4954,1.2829,-3.3303,5.74
0.669207,-2.4898,0.9428,-3.7050,4.56
0.683978,-1.5857,0.3219,-4.1405,4.45
0.691712,-4.9452,1.5534,-3.9248,6.50
0.699323,-7.8132,3.6451,-1.2230,8.71
0.709756,-7.0594,3.1563,0.5303,7.75
0.719713,-5.8949,1.9108,0.7448,6.24
0.731773,-6.0456,1.4270,0.9637,6.29
0.742179,-5.9604,1.2366,1.0641,6.18
0.751826,-4.5790,-0.0051,0.2860,4.59
0.758919,-3.0367,-0.8301,-0.7171,3.23
0.770580,-1.4472,-0.9623,-1.8282,2.52
0.783920,-0.2484,-0.5463,-3.0715,3.13
0.792648,-0.1954,0.3321,-1.7827,1.82
0.800806,1.4053,-1.8412,-0.3938,2.35
0.808625,1.5156,-1.0337,1.3075,2.25
0.818972,1.3220,-1.3182,2.2604,2.93
0.834282,3.6327,-1.0637,1.1556,3.96
0.841819,4.1073,-0.2822,5.1809,6.62
0.849332,6.6295,-3.0628,3.6627,8.17
0.859459,8.1449,-2.9635,4.2647,9.66
0.870219,6.7025,-2.5245,3.9149,8.16
0.882821,4.9627,-2.5416,1.3784,5.74
0.892323,4.4802,-2.1036,0.3936,4.97
0.901273,5.2687,-3.1450,0.2730,6.14
0.908812,4.3230,-4.1213,1.9585,6.29
0.920500,5.5453,-4.0519,4.7546,8.35
0.933615,6.4077,-5.6357,5.1911,9.99
0.941908,6.4518,-6.7136,3.7013,10.02
0.952039,7.3895,-6.6533,0.7239,9.97
0.960303,8.2804,-6.5356,-2.2664,10.79
0.971402,9.3866,-7.3230,-2.8585,12.24
0.983743,10.4244,-8.2598,-2.3258,13.50
0.993574,10.5788,-9.3696,-1.2523,14.19
1.002314,10.5264,-10.8725,0.6933,15.15
1.010092,9.9000,-12.2698,1.9145,15.88
1.025244,4.4854,-12.5033,1.3030,13.35
1.030823,-1.1975,-11.4836,2.2721,11.77
1.041950,-5.6518,-10.0497,2.8515,11.88
1.049157,-13.1488,-6.6400,4.4102,15.38
1.060486,-21.6355,-1.3406,3.4410,21.95
1.073200,-25.2768,4.8905,-3.2745,25.95
1.082706,-21.9257,9.0565,-4.7781,24.20
1.090504,-17.7697,9.6865,-4.1405,20.66
1.099636,-13.4309,6.7750,-4.6481,15.74
1.110691,-7.2495,2.8212,-4.7281,9.10
1.123253,-2.8252,0.0720,-4.1730,5.04
1.132903,-0.1836,-0.2121,-3.4309,3.44
1.142658,0.3523,-0.2181,-2.9432,2.97
1.149852,-0.6930,-0.4071,-2.2364,2.38
1.160231,-1.8169,0.4322,-1.3008,2.28
1.174581,-2.9190,1.9638,0.2235,3.53
1.184712,-4.4634,3.6661,0.8673,5.84
1.192004,-4.7874,5.4244,-1.2743,7.35
1.199873,-2.2764,7.2924,-1.9158,7.88
1.210805,-0.1319,6.8320,-2.3995,7.24
1.223097,0.4804,7.0767,-1.5488,7.26
1.232707,2.2799,5.9575,1.1299,6.48
1.240928,4.2480,3.4357,1.7235,5.73
1.249995,4.0942,0.7585,0.1847,4.17
1.260291,3.8994,-1.0683,-0.3192,4.06
1.274195,4.8230,-2.8362,0.4854,5.62
1.281547,6.1200,-4.3582,2.0433,7.79
1.290603,5.1680,-3.8069,2.7076,6.97
1.300399,4.0094,-1.8918,2.3577,5.02
1.310412,3.6331,0.6289,3.4756,5.07
1.324515,4.1921,2.6245,2.5144,5.55
1.333486,2.0735,4.0666,-0.3811,4.58
1.342797,0.3422,4.9490,-1.0592,5.07
1.352038,0.6686,2.3217,-1.2038,2.70
1.361864,-0.7829,-2.4948,-0.9650,2.79
1.373450,-0.9353,-4.9254,-0.2191,5.02
1.381749,-0.6095,-6.2128,0.7458,6.29
1.390486,-0.7031,-6.8273,2.4694,7.29
1.401499,-0.2905,-5.9787,3.8918,7.14
1.415831,0.1378,-3.9070,3.9625,5.57
1.424959,0.1932,-1.8995,1.9623,2.74
1.434682,-0.4907,-0.1014,-7.5815,7.60
1.441755,0.3031,0.1456,-12.2749,12.28
1.451986,0.4781,0.0524,-6.4911,6.51
1.465920,2.0937,-0.8779,-1.5997,2.78
1.473182,3.0658,-2.8045,0.7481,4.22
1.481013,2.0760,-1.7341,1.5811,3.13
1.490632,1.8063,0.7315,0.5077,2.01
1.501631,0.3839,2.8520,1.4289,3.21
1.515049,-1.3848,4.6535,1.6328,5.12
1.522645,-2.8185,6.2106,0.7904,6.87
1.532095,-4.1772,6.8335,-2.7786,8.48
1.540696,-4.6012,6.1686,-4.0768,8.71
1.554582,-4.4130,5.0734,-2.2348,7.09
1.563556,-3.3639,3.3904,-1.1395,4.91
1.571786,-1.4870,-0.4808,-0.1978,1.58
1.582750,0.7237,-5.9974,0.8242,6.10
1.590987,2.4794,-11.0932,2.6986,11.68
1.603664,4.1791,-14.8123,4.8881,16.15
1.613637,5.1673,-16.0176,5.1674,17.61
1.622746,4.0454,-13.0714,3.5390,14.13
1.632500,1.8813,-6.9923,1.6924,7.44
1.640498,0.5453,-2.9328,-0.4125,3.01
1.652439,0.0112,-1.1682,-3.5537,3.74
1.666379,-0.5171,0.6998,-4.6189,4.70
1.676675,-0.6920,1.8330,-3.7762,4.25
1.684036,-0.5723,2.0358,-2.6417,3.38
1.691135,-0.3562,2.0646,-1.5822,2.63
1.701873,-0.1278,2.1633,-0.6587,2.26
1.715723,0.0359,2.0064,-0.1352,2.01
1.726791,0.1614,1.6950,0.3790,1.74
1.734792,0.1464,1.0341,0.7951,1.31
1.742059,0.0727,0.3309,1.1120,1.16
1.752561,-0.2434,-0.1985,1.1206,1.16
1.765527,-0.6276,-0.3769,0.8402,1.11
1.773681,-0.9044,-0.3241,0.4467,1.06
1.784081,-1.0651,-0.4128,0.0014,1.14
1.792787,-1.0784,-0.5379,-0.3087,1.24
1.804859,-0.9079,-0.6234,-0.5047,1.21
1.815289,-0.6894,-0.6844,-0.5549,1.12
1.823718,-0.5746,-0.6545,-0.5125,1.01
1.832555,-0.5964,-0.4862,-0.4248,0.88
1.841197,-0.6569,-0.3279,-0.2523,0.78
1.853479,-0.7154,-0.2079,-0.0949,0.75
1.864978,-0.6693,-0.0734,0.0242,0.67
1.872352,-0.4988,-0.0198,0.0715,0.50
1.883692,-0.2492,-0.0805,0.0418,0.27
1.892293,-0.0651,-0.1360,-0.0171,0.15
1.901375,0.0671,-0.1721,-0.1004,0.21
1.915284,0.1706,-0.2129,-0.1925,0.33
1.924132,0.2589,-0.2634,-0.2450,0.44
1.933446,0.2926,-0.2664,-0.2720,0.48
1.941499,0.3339,-0.2362,-0.2606,0.48
1.953548,0.3299,-0.1967,-0.2356,0.45
1.965011,0.3090,-0.1813,-0.2265,0.42
1.973466,0.2771,-0.1659,-0.2142,0.39
1.981895,0.2588,-0.1457,-0.1935,0.35
1.997603,0.2310,-0.1255,-0.2167,0.34
2.007482,0.2132,-0.1339,-0.2261,0.34
2.015117,0.2336,-0.1614,-0.2261,0.36
2.023549,0.2487,-0.2175,-0.2637,0.42
2.031287,0.2156,-0.2499,-0.3191,0.46
2.044933,0.1823,-0.3015,-0.3533,0.50
2.051620,0.1157,-0.3055,-0.3950,0.51
2.064485,0.0840,-0.3001,-0.4011,0.51
2.072597,0.0725,-0.2756,-0.3526,0.45
2.081699,0.1102,-0.2465,-0.2746,0.39
2.093555,0.1773,-0.2124,-0.1732,0.33
2.105287,0.2494,-0.1927,-0.1019,0.33
2.114229,0.3118,-0.2014,-0.0851,0.38
2.122257,0.3782,-0.2099,-0.1131,0.45
2.131695,0.4290,-0.2137,-0.1610,0.51
