# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-28 14:36:54.783
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005484,-1.8096,-0.2714,-1.8411,2.60
0.015566,-1.4334,-0.6312,-2.8954,3.29
0.025795,-1.0317,-1.4695,-3.9474,4.34
0.034753,-1.2443,-1.4281,-4.8258,5.18
0.048102,-1.0811,-2.2130,-5.4980,6.02
0.056765,-2.2702,-1.3208,-5.5792,6.17
0.064690,-3.1950,-1.1552,-6.4539,7.29
0.074720,-3.6946,-1.0517,-7.1190,8.09
0.084607,-3.5846,-1.2875,-7.1243,8.08
0.099049,-3.0522,-1.8574,-7.4412,8.25
0.105708,-2.4002,-2.3652,-7.3770,8.11
0.114818,-1.7538,-2.7525,-7.0209,7.74
0.124703,-0.4326,-3.3532,-6.5669,7.39
0.135835,1.9093,-4.1050,-6.3646,7.81
0.149545,3.7148,-5.2531,-6.6666,9.26
0.159279,5.5366,-6.4014,-6.7610,10.83
0.167053,7.0945,-7.5779,-6.6508,12.33
0.176082,8.2187,-8.8516,-6.2658,13.61
0.191971,8.8555,-9.8601,-5.2195,14.24
0.199523,8.6267,-10.1678,-3.8416,13.88
0.206151,7.9530,-10.1470,-2.3729,13.11
0.217414,7.0100,-10.1396,-1.1447,12.38
0.225366,5.4592,-10.2387,0.1372,11.60
0.235172,3.0164,-10.2418,1.5535,10.79
0.252022,-0.6168,-9.6489,3.2717,10.21
0.258955,-4.6315,-8.3108,5.2977,10.89
0.267172,-8.0130,-6.8964,6.8048,12.57
0.276138,-10.8513,-5.6099,7.4451,14.31
0.291155,-12.0693,-4.5947,6.9176,14.65
0.298149,-11.8334,-4.3939,5.1560,13.64
0.306189,-11.1557,-4.2843,2.9480,12.31
0.317892,-11.8146,-3.9083,1.1282,12.50
0.325803,-15.2951,-3.5764,0.1565,15.71
0.340983,-18.8754,-2.0191,-0.0485,18.98
