# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-28 14:36:04.119
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004340,-0.0329,-2.2542,-0.8918,2.42
0.005023,-0.0163,-2.2634,-1.6944,2.83
0.018238,-0.2261,-2.2939,-2.7825,3.61
0.026426,-0.5046,-2.5768,-3.7197,4.55
0.039914,-1.2664,-2.8448,-5.0586,5.94
0.049265,-3.0554,-1.8784,-6.3428,7.29
0.059034,-4.2088,-1.6033,-6.4022,7.83
0.066476,-5.1455,-0.6881,-6.3573,8.21
0.076234,-6.1644,0.2633,-7.0937,9.40
0.085213,-6.1652,0.5754,-7.5772,9.79
0.096502,-4.5854,-1.1060,-6.8031,8.28
0.106352,-1.9589,-2.9833,-5.0684,6.20
0.119040,-0.1830,-3.4248,-4.5002,5.66
0.126108,0.8010,-3.6515,-5.2683,6.46
0.136119,1.2603,-3.8253,-6.5679,7.70
0.149144,1.3760,-3.8576,-7.2543,8.33
0.157095,1.3305,-3.7937,-6.4951,7.64
0.165170,0.9206,-4.0725,-4.5981,6.21
0.176309,0.5159,-4.9137,-2.0528,5.35
0.188701,0.5660,-5.0905,-0.2349,5.13
0.198524,1.2096,-4.4727,-0.1198,4.63
0.205540,1.8868,-4.1630,-0.2783,4.58
0.215570,2.2950,-4.5295,-0.8719,5.15
0.226515,3.1179,-4.6628,-0.2337,5.61
0.235392,4.3837,-4.3132,3.5636,7.11
0.250283,5.6928,-4.1793,9.2053,11.60
0.258831,6.8064,-3.9095,14.1884,16.21
0.266864,7.6807,-3.5709,15.6917,17.83
0.275578,6.8899,-3.2852,13.0763,15.14
0.290217,4.8038,-2.8806,8.4020,10.10
0.296981,3.1569,-2.6173,3.8551,5.63
0.306600,2.5728,-2.2544,2.0304,3.98
0.315641,2.3630,-1.6107,3.6352,4.63
0.326343,2.1808,-1.3332,6.4591,6.95
0.339580,2.2565,-1.2887,9.1053,9.47
0.347577,2.0184,-1.0818,9.7300,10.00
0.356819,1.0728,-0.7554,8.5340,8.63
0.366700,0.0581,-0.3808,6.9867,7.00
0.375511,-0.7717,-0.0319,5.3661,5.42
0.386053,-1.2319,0.1033,4.5536,4.72
0.397765,-1.6258,-0.0669,5.0919,5.35
0.406005,-2.0266,-0.1429,5.3015,5.68
0.416200,-1.8579,-0.0662,5.3035,5.62
0.425996,-2.0041,-0.0568,5.2647,5.63
0.441865,-3.0981,-0.1556,5.2690,6.11
0.455715,-5.3440,1.0889,5.9720,8.09
0.456055,-6.1322,1.9124,5.2503,8.30
0.466171,-5.5660,1.4708,3.9238,6.97
0.476100,-3.8741,0.4559,2.2081,4.48
0.490700,-1.9569,-0.6174,0.3095,2.08
0.497470,-0.7978,-1.2047,-1.6595,2.20
0.506137,-0.0447,-1.3695,-2.6440,2.98
0.517437,0.3977,-0.8500,-2.7997,2.95
0.529839,0.6604,-0.3103,-2.0834,2.21
0.539668,0.6346,0.3883,-0.7287,1.04
0.546690,0.4668,0.9957,0.5649,1.24
0.556127,0.5522,1.5816,1.3036,2.12
0.567279,0.7376,2.3364,1.5546,2.90
0.581697,0.7852,2.6194,1.4123,3.08
0.589753,0.9419,2.4745,1.2062,2.91
0.597935,1.0519,2.2892,1.4118,2.89
0.606949,1.2937,2.1112,1.8123,3.07
0.620065,2.2471,2.0282,2.4245,3.88
0.629644,3.4451,2.1658,2.9935,5.05
0.637184,4.6570,1.9422,2.4003,5.59
0.650427,3.0898,0.9047,2.2327,3.92
0.656600,4.8945,1.9882,3.6396,6.42
0.671245,6.0513,1.6413,-1.2636,6.40
0.681880,3.3539,0.2831,-2.0528,3.94
0.689477,1.8492,0.4309,0.4684,1.96
0.697578,-0.1129,0.9141,3.1433,3.28
0.707151,-2.8365,1.4170,0.3192,3.19
0.718373,-6.8256,2.3586,-5.8820,9.31
0.731155,-7.4243,1.3294,-6.0126,9.65
0.739446,-7.3307,-0.1103,-2.6885,7.81
0.747397,-7.6607,-0.8570,0.0619,7.71
0.757306,-7.6939,-0.3378,-0.0395,7.70
0.768095,-6.7069,-0.3199,-0.7237,6.75
0.780990,-5.7074,-1.1633,-1.2069,5.95
0.789004,-4.7452,-1.7775,-0.7458,5.12
0.798443,-3.7196,-1.9434,-0.2976,4.21
0.808903,-2.3600,-1.7122,-0.3210,2.93
0.817025,-1.4517,-1.3662,-0.4003,2.03
0.828265,-0.9115,-0.8718,-0.3753,1.32
0.840387,-1.2327,0.5188,-0.2163,1.35
0.846779,-2.3962,1.8956,0.0274,3.06
0.857826,-3.3254,1.7111,0.8015,3.82
0.868609,-4.0850,0.8912,1.2996,4.38
0.881988,-3.7933,-1.0442,2.0908,4.46
0.889239,-2.3899,-3.0943,2.6743,4.74
0.897232,-1.0573,-3.6120,1.7688,4.16
0.907280,0.2074,-3.0105,-0.2776,3.03
0.918992,1.0599,-1.5052,-3.0417,3.56
0.930220,1.7604,-0.8651,-5.2595,5.61
0.939498,2.9998,-1.8044,-6.1236,7.05
0.947783,4.1427,-3.2128,-6.0480,8.00
0.961318,4.4461,-3.5618,-5.8308,8.15
0.972125,3.9177,-2.9005,-5.6288,7.45
0.978972,2.2796,-1.3280,-4.6179,5.32
0.988786,0.3945,0.2247,-3.0881,3.12
0.997677,-0.8462,1.3753,-0.6914,1.76
1.007670,-1.5568,2.2448,9.6799,10.06
1.022344,-1.5123,3.0019,14.5792,14.96
1.029642,-1.0411,3.3780,6.3078,7.23
1.038861,-0.0608,3.0393,0.1365,3.04
1.047547,0.7727,1.5987,-2.6671,3.20
1.058437,2.2273,-1.6359,-1.3871,3.09
1.074201,3.9617,-3.8999,0.9647,5.64
1.081679,4.9446,-3.6819,0.8029,6.22
1.089833,1.6788,-1.3115,-2.5314,3.31
1.097589,-0.2434,-0.6597,-2.4895,2.59
1.108540,1.2155,-1.6122,-4.5284,4.96
1.118570,3.3599,-3.9705,-3.1349,6.07
1.129765,5.0896,-6.4827,-1.8536,8.45
1.138290,4.6870,-6.5422,-0.5487,8.07
1.147438,3.6688,-4.6751,0.7309,5.99
1.157678,1.9214,-1.4872,2.7606,3.68
1.172541,-0.3642,1.0226,3.9865,4.13
1.179102,-2.3031,2.3138,3.4048,4.72
1.188562,-3.2633,2.1123,2.2242,4.48
1.197445,-3.5768,2.3400,0.3673,4.29
1.208147,-3.0044,1.5304,-0.1640,3.38
1.220772,-2.3737,-0.1489,-1.6162,2.88
1.231906,-0.9439,-1.9402,-2.6800,3.44
1.240523,-1.2280,-0.2983,-1.7122,2.13
1.248234,-4.3131,3.2522,-1.6070,5.64
1.260265,-2.8960,1.4006,-3.5748,4.81
1.275052,-2.2213,0.4601,-2.5201,3.39
1.281844,-1.6318,-0.1054,-0.9085,1.87
1.289032,-1.1813,-0.1891,0.9758,1.54
1.298063,-1.2160,0.0777,3.2258,3.45
1.308892,-2.3474,0.8541,3.4966,4.30
1.322375,-3.2461,1.7323,1.5979,4.01
1.329949,-3.6647,2.9430,0.1211,4.70
1.338082,-2.3589,3.1635,-1.2846,4.15
1.347925,-0.5567,3.0332,-1.3452,3.36
1.360937,1.1067,3.1884,-1.0298,3.53
1.370226,2.5001,3.0500,-0.8845,4.04
1.380556,3.1918,2.6503,-0.3754,4.17
1.388119,3.1062,2.8727,0.3945,4.25
