# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-28 14:29:03.720
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005234,-0.0153,-0.0330,0.0581,0.07
0.014035,-0.0347,-0.0747,0.0242,0.09
0.022719,-0.0258,-0.0828,-0.0219,0.09
0.029772,-0.0172,-0.1048,-0.0348,0.11
0.037545,-0.0088,-0.1076,-0.0506,0.12
0.047047,-0.0103,-0.1057,-0.0538,0.12
0.059790,-0.0305,-0.0991,-0.0443,0.11
0.068777,-0.0269,-0.0879,-0.0323,0.10
0.078029,-0.0281,-0.0533,-0.0143,0.06
0.090286,-0.0292,-0.0240,0.0223,0.04
0.096636,-0.0112,0.0047,0.0337,0.04
0.107726,-0.0073,0.0236,0.0291,0.04
0.119544,-0.0032,0.0421,0.0283,0.05
0.131466,0.0058,0.0414,0.0120,0.04
0.138236,0.0007,0.0314,-0.0091,0.03
0.149639,0.0006,0.0120,-0.0247,0.03
0.160539,-0.0038,-0.0023,-0.0529,0.05
0.173433,-0.0081,-0.0070,-0.0516,0.05
0.179924,-0.0028,-0.0211,-0.0348,0.04
0.187131,-0.0113,-0.0114,-0.0223,0.03
0.199238,0.0277,0.0075,-0.0332,0.04
0.211182,0.0424,-0.0445,-0.0254,0.07
0.220995,0.0281,-0.0956,-0.0420,0.11
0.230817,0.0319,-0.1317,-0.0596,0.15
0.242069,0.0256,-0.1011,-0.0584,0.12
0.249053,0.0193,-0.0711,-0.0803,0.11
0.257936,0.0227,-0.0510,-0.1106,0.12
0.271762,0.0312,-0.0030,-0.1246,0.13
0.279977,0.0116,0.0159,-0.1461,0.15
0.287802,0.0155,0.0297,-0.1325,0.14
0.300978,-0.0136,0.0434,-0.1224,0.13
0.307938,0.0140,0.0473,-0.1023,0.11
0.319656,0.0318,0.0560,-0.1056,0.12
0.327370,-0.0023,0.0550,-0.1046,0.12
0.337831,-0.0170,0.0164,-0.1003,0.10
0.348420,-0.0317,-0.0357,-0.0794,0.09
0.360989,-0.0375,-0.0821,-0.0283,0.09
0.369399,-0.0394,-0.0899,0.0336,0.10
0.382264,0.0095,-0.0504,0.0691,0.09
0.389140,0.1230,0.0167,0.1260,0.18
0.400607,0.2487,0.0781,0.2137,0.34
0.410877,0.3495,0.1525,0.3175,0.50
0.420217,0.4311,0.1973,0.4380,0.65
0.428922,0.4988,0.1846,0.5245,0.75
0.437840,0.5055,0.1909,0.5928,0.80
0.448167,0.5271,0.1829,0.6259,0.84
0.462074,0.5113,0.1843,0.6155,0.82
0.471982,0.4821,0.1433,0.5992,0.78
0.481300,0.4634,0.0841,0.5858,0.75
0.488783,0.4357,-0.0071,0.5128,0.67
0.499429,0.3756,-0.0827,0.4045,0.56
0.512309,0.3813,-0.1664,0.2330,0.48
0.521623,0.4968,-0.1967,0.0197,0.53
0.530069,0.4235,-0.2592,-0.0892,0.50
0.538369,0.4005,-0.3064,-0.1245,0.52
0.549654,0.5113,-0.3338,-0.1036,0.62
0.560390,0.4484,-0.2523,-0.0378,0.52
0.570450,0.3990,-0.1014,-0.1288,0.43
0.579136,-0.0665,0.0702,-0.0394,0.10
0.590996,-0.2106,0.0928,0.0618,0.24
0.602841,-0.1063,0.1150,0.1225,0.20
0.612137,-0.0781,0.1838,0.1300,0.24
0.620144,-0.0495,0.3644,0.1057,0.38
0.629304,-0.0717,0.5653,0.0938,0.58
0.640505,0.0577,0.3719,0.0933,0.39
0.652425,-0.0075,0.4688,0.0666,0.47
0.662113,-0.0010,0.4462,-0.0883,0.45
0.671017,-0.1536,0.3013,-0.2418,0.42
0.679329,-0.2209,0.0643,-0.2120,0.31
0.691436,-0.1815,-0.1689,-0.0955,0.27
0.702773,-0.0249,-0.4311,-0.0467,0.43
0.710989,0.0383,-0.5473,-0.1081,0.56
0.719473,-0.1440,-0.4777,-0.0756,0.50
0.729140,-0.2614,-0.5550,-0.0351,0.61
0.741257,-0.2071,-0.6072,-0.0045,0.64
0.751879,-0.1729,-0.5690,-0.0054,0.59
0.761954,-0.1621,-0.4419,-0.0019,0.47
0.770922,-0.1408,-0.2607,0.0403,0.30
0.779289,-0.1141,-0.0638,0.1125,0.17
0.793942,-0.0537,0.1013,0.1627,0.20
0.802582,-0.0219,0.2447,0.2241,0.33
0.815087,-0.0137,0.3431,0.2583,0.43
0.821598,0.0320,0.3739,0.2881,0.47
0.828995,0.0864,0.3524,0.2801,0.46
0.840123,0.1396,0.3030,0.2480,0.42
0.851498,0.1734,0.2356,0.2059,0.36
0.861987,0.2158,0.1459,0.1299,0.29
0.871066,0.2338,0.0343,0.0491,0.24
0.882757,0.2365,-0.0942,-0.0690,0.26
0.889635,0.2384,-0.2063,-0.1578,0.35
0.900671,0.2063,-0.3259,-0.1993,0.43
0.911022,0.1740,-0.4244,-0.1997,0.50
0.920042,0.1285,-0.4600,-0.1790,0.51
0.929613,0.0613,-0.4620,-0.1466,0.49
0.943298,0.0205,-0.3839,-0.1776,0.42
0.953395,-0.0323,-0.2461,-0.2733,0.37
0.962824,-0.1059,-0.0732,-0.3325,0.36
0.972157,-0.2135,0.0870,-0.3542,0.42
0.984729,-0.3538,0.2110,-0.3717,0.55
0.991420,-0.5217,0.3041,-0.3748,0.71
1.003680,-0.7448,0.3809,-0.3736,0.92
1.010766,-0.9520,0.4510,-0.3632,1.11
1.019091,-1.1114,0.4958,-0.3631,1.27
1.031934,-1.2620,0.5346,-0.2704,1.40
1.042936,-1.4237,0.5488,-0.0367,1.53
1.053677,-1.5531,0.4703,0.1958,1.63
1.063350,-1.5696,0.2822,0.3274,1.63
1.072065,-1.4794,0.0040,0.3640,1.52
1.079772,-1.3362,-0.3019,0.3582,1.42
1.092767,-1.1119,-0.5780,0.3391,1.30
1.107148,-0.8400,-0.7145,0.3588,1.16
1.109536,-0.6003,-0.7358,0.4216,1.04
1.119355,-0.3716,-0.6709,0.5311,0.93
1.133442,-0.0863,-0.5440,0.6906,0.88
1.142977,0.0994,-0.4221,0.8088,0.92
1.153270,0.2960,-0.4009,0.8909,1.02
1.160825,0.5649,-0.4370,0.9659,1.20
1.169563,0.8294,-0.4874,1.0822,1.45
1.182398,1.0087,-0.4949,1.1829,1.63
1.193270,1.0983,-0.4165,1.2347,1.70
1.204603,1.0797,-0.2622,1.2485,1.67
1.211781,0.9396,-0.0945,1.2298,1.55
1.220220,0.7173,0.0911,1.2177,1.42
1.234517,0.4754,0.2467,1.1936,1.31
1.242168,0.2848,0.3342,1.1910,1.27
1.251860,0.1060,0.3683,1.1758,1.24
1.260513,-0.0671,0.4019,1.1282,1.20
1.269559,-0.1978,0.4114,1.0908,1.18
1.279855,-0.3488,0.4258,1.0581,1.19
1.294102,-0.5300,0.4212,1.0347,1.24
1.305443,-0.6896,0.3694,1.0391,1.30
1.313775,-0.7816,0.3088,1.0327,1.33
1.321421,-0.8313,0.2066,1.0723,1.37
1.340455,-0.8870,0.0965,1.1280,1.44
1.340686,-0.8672,-0.0165,1.1943,1.48
1.350497,-0.8041,-0.1424,1.2423,1.49
1.360665,-0.6729,-0.2525,1.2061,1.40
1.369821,-0.5395,-0.3093,1.1163,1.28
1.382123,-0.3978,-0.3134,1.0659,1.18
1.391534,-0.2565,-0.2749,1.0179,1.09
1.401077,-0.1960,-0.1701,1.0350,1.07
1.410254,-0.1860,-0.0234,1.1021,1.12
1.419772,-0.2540,0.1269,1.1322,1.17
1.431342,-0.3370,0.2571,1.1853,1.26
1.443030,-0.4350,0.3438,1.2834,1.40
1.451254,-0.5059,0.3493,1.3907,1.52
1.460441,-0.5751,0.2122,1.5243,1.64
1.469930,-0.5736,0.0388,1.6829,1.78
1.482718,-0.5086,-0.1610,1.8185,1.90
1.493238,-0.4059,-0.4014,1.8854,1.97
1.501984,-0.5037,-0.5349,1.8249,1.97
1.511571,-0.6004,-0.6628,1.6648,1.89
1.520623,-0.6811,-0.7570,1.5671,1.87
1.532592,-0.8491,-0.7515,1.5481,1.92
1.541967,-1.0263,-0.7759,1.5801,2.04
1.551402,-1.2304,-0.7298,1.6769,2.20
1.560588,-1.2089,-0.7613,1.6462,2.18
1.574274,-1.1817,-0.6793,1.4743,2.01
1.583529,-1.3623,-0.4463,1.1246,1.82
1.592356,-1.7020,-0.1633,0.6278,1.82
1.600598,-1.9396,-0.0737,0.3604,1.97
1.610252,-2.1677,-0.4198,0.4369,2.25
1.624979,-2.3533,-1.4621,0.7504,2.87
1.633739,-2.3766,-2.9886,1.0548,3.96
1.643410,-2.2561,-4.1197,1.1956,4.85
1.652165,-0.4150,-4.6346,1.2982,4.83
1.661588,-0.7105,-5.5791,-0.2303,5.63
1.674266,-1.3440,-6.5884,-2.7077,7.25
1.683556,-1.6477,-6.7328,-4.2596,8.14
1.692420,-1.0893,-5.0647,-4.0138,6.55
1.701468,-1.6184,-3.4717,-3.1223,4.94
1.710977,-2.0224,-2.2559,-2.3334,3.82
1.720536,-1.8597,-1.4705,-1.7041,2.92
1.732395,-1.1518,-0.9784,-1.3088,2.00
1.744223,-0.2066,-0.6491,-1.0795,1.28
1.751690,0.6970,-0.3840,-1.1512,1.40
1.760912,1.4012,-0.1776,-1.5058,2.06
1.775932,1.8340,0.0276,-1.7517,2.54
1.786008,2.0822,0.2855,-1.7419,2.73
1.795924,2.1959,0.5755,-1.5255,2.74
1.804653,2.1316,0.8448,-1.2938,2.63
1.813083,1.9198,0.9940,-1.0978,2.42
1.820712,1.6591,0.9771,-0.9900,2.17
1.832075,1.4036,0.8105,-1.0084,1.91
1.841898,1.1981,0.5582,-1.0394,1.68
1.851354,0.9541,0.2076,-0.9401,1.36
1.866544,0.8392,-0.1824,-0.8339,1.20
1.875965,0.8437,-0.4964,-0.7127,1.21
1.885128,0.8742,-0.6486,-0.6192,1.25
1.893496,0.8869,-0.5876,-0.5455,1.20
1.901388,0.8123,-0.3536,-0.5251,1.03
1.910987,0.6771,0.0849,-0.5521,0.88
1.925528,0.5982,0.6880,-0.5930,1.09
1.934369,0.4818,1.3972,-0.5872,1.59
1.943024,0.3778,2.1119,-0.5432,2.21
1.959922,0.4108,2.7411,-0.5084,2.82
1.968575,0.5419,3.2568,-0.4551,3.33
1.976120,0.7271,3.6740,-0.3185,3.76
1.985485,0.8565,4.0171,-0.1337,4.11
1.992868,0.9249,4.2343,0.0634,4.33
2.001175,0.9087,4.3647,0.3178,4.47
2.011216,0.8931,4.4616,0.6168,4.59
2.024157,0.8635,4.4681,0.7917,4.62
2.034011,0.7494,4.3846,0.8474,4.53
2.042589,0.6238,4.1823,0.7475,4.29
2.051038,0.4461,3.8132,0.6525,3.89
2.065692,0.2992,3.2919,0.6495,3.37
2.076217,0.1457,2.6711,0.6584,2.75
2.085423,-0.0065,1.9075,0.5142,1.98
2.093204,-0.2151,1.1447,0.3810,1.23
2.101121,-0.4327,0.4301,0.2209,0.65
2.116667,-0.5601,-0.1645,0.1480,0.60
2.125992,-0.6035,-0.6438,0.1311,0.89
2.134489,-0.5931,-0.9261,0.2521,1.13
2.143021,-0.4366,-1.1825,0.4291,1.33
2.151681,-0.2504,-1.3501,0.7864,1.58
2.164728,-0.0879,-1.5139,1.0760,1.86
2.175525,0.0657,-1.6741,1.2310,2.08
2.184382,0.2215,-1.7403,1.3349,2.20
2.193953,0.3904,-1.6515,1.3050,2.14
2.203331,0.6403,-1.4093,1.2035,1.96
2.211598,0.8812,-1.0578,1.1445,1.79
2.223589,1.0518,-0.6744,1.1738,1.71
2.233220,1.1761,-0.3409,1.1885,1.71
2.244848,1.2443,-0.1004,1.0951,1.66
2.252108,1.2513,0.0853,0.8576,1.52
2.265198,1.2301,0.1917,0.2740,1.27
2.274946,1.1987,0.2380,-0.3759,1.28
2.284162,1.3143,0.2192,-0.8328,1.57
2.293410,1.5577,0.1024,-0.8031,1.76
2.302307,1.8345,-0.1542,-0.4226,1.89
2.314127,1.9466,-0.6639,-0.1031,2.06
2.324424,1.8774,-1.5588,-0.0116,2.44
2.337738,1.6517,-2.8031,0.1234,3.26
2.346081,1.2119,-4.1270,0.5007,4.33
2.355311,0.6695,-5.4248,0.4682,5.49
2.364756,-0.2379,-6.3254,-0.3631,6.34
2.371760,-0.8051,-6.5169,-1.3503,6.70
2.384015,-1.4511,-5.7878,-2.4173,6.44
2.391867,-1.3880,-4.4993,-2.8456,5.50
2.401932,-0.9811,-2.9573,-2.9185,4.27
2.413340,-0.5944,-1.7434,-2.5403,3.14
2.424951,-0.4591,-0.7881,-1.9593,2.16
2.433437,-0.5047,-0.0659,-1.3867,1.48
2.446204,-0.6703,0.5051,-0.9526,1.27
2.453609,-0.9160,0.9960,-0.6872,1.52
2.465480,-1.1843,1.3483,-0.6280,1.90
2.475815,-1.4096,1.5701,-0.6722,2.21
2.483919,-1.4995,1.6362,-0.8203,2.37
2.492222,-1.3550,1.5410,-1.0876,2.32
2.502161,-1.0773,1.4037,-1.2570,2.17
2.517863,-0.7050,1.1909,-1.4311,1.99
2.526330,-0.3263,0.8987,-1.3823,1.68
2.536375,-0.0227,0.6050,-1.1505,1.30
2.546127,0.1741,0.2873,-0.7980,0.87
2.554409,0.3376,0.0099,-0.3876,0.51
2.561996,0.3806,-0.2214,-0.0658,0.45
2.575404,0.3081,-0.3392,0.0584,0.46
2.583642,0.1778,-0.2866,0.0324,0.34
2.592233,0.0840,-0.0649,-0.1171,0.16
2.602168,0.0378,0.2526,-0.3608,0.44
2.616228,0.0240,0.6693,-0.5974,0.90
2.626267,0.0171,1.1122,-0.7309,1.33
2.636513,0.0619,1.5282,-0.8048,1.73
2.643400,0.1643,1.9409,-0.7874,2.10
