# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-28 14:46:09.456
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004318,-0.1405,0.0605,0.0957,0.18
0.017275,-0.0939,0.0728,0.1788,0.21
0.024033,-0.0919,0.0180,0.0674,0.12
0.033860,-0.1730,-0.0473,-0.1831,0.26
0.044174,-0.1928,-0.0955,-0.2503,0.33
0.057058,-0.1122,-0.1482,-0.0857,0.20
0.069623,-0.0385,-0.1119,0.0665,0.14
0.075872,0.0200,-0.0249,-0.0194,0.04
0.084176,0.0353,0.0568,-0.1319,0.15
0.094714,0.0250,0.0388,-0.0117,0.05
0.106802,0.0453,-0.0324,0.1864,0.19
0.114998,0.0648,-0.1138,0.0230,0.13
0.124021,-0.0399,-0.0464,-0.0912,0.11
0.133865,-0.0942,0.0171,-0.0156,0.10
0.144464,-0.0176,-0.2022,-0.0824,0.22
0.156665,-0.1074,-0.1945,-0.2984,0.37
0.165641,-0.1671,-0.1093,-0.3174,0.37
0.176395,-0.1461,-0.0586,-0.0865,0.18
0.184247,-0.0939,-0.0194,0.1451,0.17
0.194262,-0.0435,0.1215,0.1937,0.23
0.206938,0.0394,0.2695,0.0862,0.29
0.214846,0.1408,0.2565,-0.0429,0.30
0.224408,0.2126,0.2079,-0.0707,0.31
0.234373,0.1651,0.2368,-0.0413,0.29
0.244646,0.0384,0.1757,-0.0312,0.18
0.256918,-0.0717,0.0916,-0.0403,0.12
0.265809,-0.0479,0.0280,-0.0114,0.06
0.274404,0.0493,-0.0201,-0.1244,0.14
0.287063,0.0114,-0.0914,0.0235,0.10
0.298895,-0.0038,-0.1529,0.0370,0.16
0.309939,0.0508,-0.1529,0.0031,0.16
0.316786,0.0991,-0.1444,-0.0115,0.18
0.328310,0.1002,-0.1082,-0.0307,0.15
0.340185,0.0411,-0.0547,-0.0308,0.08
0.348434,-0.0446,-0.0027,-0.0029,0.04
0.356213,-0.1373,0.0433,0.0010,0.14
0.364351,-0.2276,0.0372,-0.0422,0.23
0.374670,-0.2699,0.0129,-0.0611,0.28
0.385369,-0.2324,-0.0072,0.0050,0.23
0.399098,-0.1619,-0.0179,-0.0148,0.16
0.408014,-0.1209,0.0094,0.0458,0.13
0.420123,-0.1036,0.0564,0.0302,0.12
0.429398,-0.1142,0.0571,-0.1121,0.17
0.434811,-0.0963,0.0682,-0.1765,0.21
0.445030,-0.0889,0.0302,-0.0423,0.10
0.456893,-0.0626,-0.0194,0.0846,0.11
0.465140,0.0120,-0.0611,0.0818,0.10
0.474893,0.0868,-0.0936,-0.0199,0.13
0.485652,0.1463,-0.1157,-0.0964,0.21
0.497459,0.1798,-0.1179,-0.0678,0.23
0.507323,0.1772,-0.1013,0.0168,0.20
0.515106,0.1632,-0.0762,0.0718,0.19
0.525291,0.1112,-0.0243,0.0787,0.14
0.535352,0.0330,0.0362,0.0006,0.05
0.548592,-0.0659,0.0877,-0.0995,0.15
0.556687,-0.1479,0.1317,-0.1552,0.25
0.565352,-0.1769,0.1493,-0.1532,0.28
0.575049,-0.1587,0.1357,-0.1226,0.24
0.585093,-0.1088,0.1130,-0.0313,0.16
0.599528,-0.0746,0.0754,0.0819,0.13
0.609499,-0.0363,0.0605,0.1271,0.15
0.618527,-0.0123,0.0403,0.0631,0.08
0.628660,-0.0024,0.0115,-0.0139,0.02
0.639798,-0.0065,-0.0069,-0.0707,0.07
0.647930,-0.0005,-0.0148,-0.0511,0.05
0.657856,0.0156,-0.0265,-0.0412,0.05
0.665758,0.0460,-0.0328,-0.0456,0.07
0.675187,0.0520,-0.0437,-0.0404,0.08
0.687079,0.0616,-0.0688,-0.0165,0.09
0.700012,0.0514,-0.0900,0.0069,0.10
0.707827,0.0226,-0.1119,0.0250,0.12
0.717569,-0.0102,-0.1444,0.0426,0.15
0.726268,-0.0373,-0.1684,0.0409,0.18
0.738006,-0.0491,-0.1887,0.0156,0.20
0.749154,-0.0505,-0.2096,-0.0190,0.22
0.760152,-0.0325,-0.2314,-0.0389,0.24
0.766041,0.0136,-0.2309,-0.0493,0.24
0.775064,0.0554,-0.2182,-0.0598,0.23
0.786255,0.0924,-0.1945,0.0096,0.22
0.798586,0.0904,-0.1700,0.1481,0.24
0.806139,0.0717,-0.1535,0.2653,0.31
0.817637,0.0407,-0.1097,0.2204,0.25
0.826074,0.0322,-0.0162,0.0403,0.05
0.838186,0.0113,0.1392,-0.2209,0.26
0.847708,-0.0404,0.3232,-0.3780,0.50
0.855874,-0.1160,0.5240,-0.2117,0.58
0.866739,-0.1556,0.6853,0.0839,0.71
0.876070,-0.1103,0.8051,0.0496,0.81
0.889152,-0.0841,0.8607,-0.0549,0.87
0.897608,-0.1045,0.8359,-0.1105,0.85
0.906545,-0.1229,0.6902,-0.1699,0.72
0.915902,-0.1568,0.4534,-0.1905,0.52
0.927671,-0.1687,0.1780,-0.1639,0.30
0.938791,-0.1237,-0.1083,-0.0107,0.16
0.948360,0.0036,-0.3730,0.1304,0.40
0.956040,0.1322,-0.5543,0.1467,0.59
0.966187,0.2260,-0.6293,0.0496,0.67
0.977243,0.2531,-0.6034,-0.0270,0.65
0.989807,0.2189,-0.5062,-0.0362,0.55
0.997157,0.1420,-0.3347,0.0112,0.36
1.006091,0.0607,-0.1618,0.0626,0.18
1.016300,-0.0051,-0.0119,0.0753,0.08
1.027748,-0.0366,0.0877,0.0406,0.10
1.039683,-0.0578,0.1385,-0.0453,0.16
1.046769,-0.0648,0.1470,-0.1343,0.21
1.056006,-0.0675,0.1185,-0.1700,0.22
1.066491,-0.0659,0.0714,-0.1251,0.16
1.076554,-0.0597,0.0336,0.0085,0.07
1.088639,-0.0477,0.0280,0.1255,0.14
1.097846,-0.0249,0.0406,0.1369,0.14
1.108387,0.0081,0.0866,0.0729,0.11
